Month,Team,Priority,Type,Status,Count
10/01/2021,1,HIGH,FULFILLMENT,MIGRATION_COMPLETE,1
10/01/2021,42,MEDIUM,MARKETING,TESTING_FAILED,1
10/01/2021,22,HIGH,DATA_PRIVACY,IN_PROGRESS,1
10/01/2021,2,MEDIUM,EXTERNAL_AUDIT,REOPENED,1
10/01/2021,10,LOW,LEGAL,IN_REVIEW,1
10/01/2021,28,MEDIUM,PROBLEM_MANAGEMENT,REOPENED,1
10/01/2021,19,MEDIUM,WHOLESALE,IN_QA,1
10/01/2021,5,MEDIUM,MACHINE_LEARNING,READY_FOR_DEPLOYMENT,1
10/01/2021,2,LOW,SECURITY_POLICY,READY_FOR_DEPLOYMENT,1
10/01/2021,21,LOW,MANUFACTURING,TESTING_FAILED,1
10/01/2021,40,MEDIUM,DATA_PRIVACY,FINALIZED,1
10/01/2021,15,HIGH,SOFTWARE_ENGINEERING,PLANNED,1
10/01/2021,28,MEDIUM,PUBLIC_RELATIONS,DEVELOPMENT_PHASE,1
10/01/2021,44,MEDIUM,SLA_MANAGEMENT,IN_QA,1
10/01/2021,33,MEDIUM,SERVICE_REQUESTS,MIGRATING,1
10/01/2021,41,MEDIUM,SALES,QA_PASSED,1
10/01/2021,35,MEDIUM,SOFTWARE_ASSET,AWAITING_INPUT,1
10/01/2021,39,LOW,FULFILLMENT,CLOSED,1
10/01/2021,19,MEDIUM,RISK_MANAGEMENT,FINALIZED,1
10/01/2021,43,HIGH,SEO,DEVELOPMENT_PHASE,1
10/01/2021,1,LOW,TIME_TRACKING,STAGING,1
10/01/2021,42,HIGH,DEVELOPMENT,UAT,1
10/01/2021,27,MEDIUM,COMMUNITY,IN_PROGRESS,1
10/01/2021,26,MEDIUM,INVESTMENT,UNDER_TEST,1
10/01/2021,11,MEDIUM,CONTENT_MARKETING,QA_FAILED,1
10/01/2021,31,MEDIUM,KPI_TRACKING,TESTING_PASSED,1
10/01/2021,21,MEDIUM,WEB_DEVELOPMENT,AWAITING_INPUT,1
10/01/2021,34,HIGH,EMPLOYEE_RELATIONS,QA_FAILED,1
10/01/2021,4,HIGH,UI_UX,IN_QA,1
10/01/2021,40,LOW,FINANCIAL,IN_QA,1
10/01/2021,35,LOW,MARKETING,COMPLETE,1
10/01/2021,33,HIGH,SOFTWARE_ENGINEERING,QA_FAILED,1
10/01/2021,42,LOW,MECHANICAL_ENGINEERING,ON_HOLD,1
10/01/2021,35,MEDIUM,BIOMEDICAL,ARCHIVED,1
10/01/2021,13,HIGH,TRAINING_DEV,UNDER_TEST,1
10/01/2021,37,HIGH,DEVELOPMENT,STAGING,1
10/01/2021,37,LOW,ACCESS_CONTROL,PLANNED,1
10/01/2021,24,MEDIUM,PATENTS,UNDER_TEST,1
10/01/2021,30,MEDIUM,PERFORMANCE,CLOSED,1
10/01/2021,15,MEDIUM,ONBOARDING,REOPENED,1
10/01/2021,24,LOW,ERP,READY_FOR_DEPLOYMENT,1
10/01/2021,33,MEDIUM,MONITORING,BLOCKED,1
10/01/2021,26,HIGH,CONTENT_MARKETING,QA_PASSED,1
10/01/2021,21,HIGH,VULNERABILITY_MANAGEMENT,PLANNED,1
10/01/2021,13,HIGH,ACCESS_CONTROL,ARCHIVED,1
10/01/2021,11,HIGH,TRAINING_DEV,MIGRATION_COMPLETE,1
10/01/2021,2,MEDIUM,LEGAL,PLANNED,1
10/01/2021,16,MEDIUM,QA_TESTING,FINALIZED,1
10/01/2021,17,MEDIUM,ASSET_MANAGEMENT,CANCELLED,1
10/01/2021,5,MEDIUM,HARDWARE_SUPPORT,READY_FOR_DEPLOYMENT,1
10/01/2021,2,MEDIUM,SOCIAL_MEDIA,ROLLED_BACK,1
10/01/2021,6,HIGH,AUDITING,APPROVED,1
10/01/2021,28,HIGH,DEVELOPMENT,AWAITING_APPROVAL,1
10/01/2021,4,HIGH,ECOMMERCE,IN_PROGRESS,1
10/01/2021,1,LOW,INCIDENT_MANAGEMENT,IN_QA,1
10/01/2021,7,MEDIUM,MONITORING,IN_REVIEW,1
10/01/2021,36,HIGH,COMPLIANCE,DEPLOYED,1
10/01/2021,26,HIGH,INCIDENT_MANAGEMENT,CANCELLED,1
10/01/2021,41,LOW,INVOICING,STAGING,1
10/01/2021,42,HIGH,INFRASTRUCTURE,PLANNED,1
10/01/2021,14,MEDIUM,VENDOR_MANAGEMENT,COMPLETE,1
10/01/2021,2,LOW,CCPA,IN_PROGRESS,1
10/01/2021,36,MEDIUM,USER_RESEARCH,REJECTED,1
10/01/2021,6,MEDIUM,PAYROLL,QA_PASSED,1
10/01/2021,33,LOW,DOCUMENTATION,TESTING_PASSED,1
10/01/2021,26,MEDIUM,SECURITY_OPERATIONS,CLOSED,1
10/01/2021,4,LOW,FINANCIAL,NOT_STARTED,1
10/01/2021,26,HIGH,ACCOUNTING,TESTING_FAILED,1
10/01/2021,9,HIGH,REGULATORY,SCHEDULED,1
10/01/2021,7,LOW,USER_RESEARCH,IN_QA,1
10/01/2021,2,LOW,HR,AWAITING_APPROVAL,1
10/01/2021,12,LOW,ONBOARDING,ROLLED_BACK,1
10/01/2021,5,HIGH,MANUFACTURING,ROLLED_BACK,1
10/01/2021,2,HIGH,SOFTWARE,TESTING_PASSED,1
10/01/2021,23,LOW,DATA_GOVERNANCE,PLANNED,1
10/01/2021,23,LOW,MONITORING,DEVELOPMENT_PHASE,1
10/01/2021,38,LOW,MAINTENANCE,NOT_STARTED,1
10/01/2021,10,MEDIUM,HR,SCHEDULED,1
10/01/2021,43,MEDIUM,ERP,FINALIZED,1
10/01/2021,43,LOW,UI_UX,QA_PASSED,1
10/01/2021,36,MEDIUM,DATA_PRIVACY,UNDER_TEST,1
10/01/2021,43,HIGH,TRANSPORTATION,BLOCKED,1
10/01/2021,33,HIGH,COMPLIANCE_IT,STAGING,1
10/01/2021,38,HIGH,GDPR,APPROVED,1
10/01/2021,15,HIGH,LITIGATION,IN_REVIEW,1
10/01/2021,24,LOW,SHIPPING,DEVELOPMENT_PHASE,1
10/01/2021,29,HIGH,MANAGERIAL,CANCELLED,1
10/01/2021,23,LOW,CYBERSECURITY,DEVELOPMENT_PHASE,1
10/01/2021,20,LOW,MONITORING,NOT_STARTED,1
10/01/2021,9,MEDIUM,QA_TESTING,COMPLETE,1
10/01/2021,29,HIGH,PATENTS,AWAITING_APPROVAL,1
10/01/2021,27,LOW,TAXATION,IN_PROGRESS,1
10/01/2021,29,HIGH,RELEASE_MANAGEMENT,CANCELLED,1
10/01/2021,3,HIGH,ENVIRONMENTAL,NOT_STARTED,1
10/01/2021,11,HIGH,INVESTMENT,CANCELLED,1
10/01/2021,42,LOW,PRODUCT_SUPPORT,DELAYED,1
10/01/2021,29,LOW,MOBILE_DEVELOPMENT,BLOCKED,1
10/01/2021,27,LOW,PROCUREMENT_IT,BLOCKED,1
10/01/2021,32,HIGH,TRANSPORTATION,AWAITING_INPUT,1
10/01/2021,15,LOW,TRAINING,UNDER_TEST,1
10/01/2021,9,HIGH,LITIGATION,TESTING_FAILED,1
10/01/2021,35,MEDIUM,ADVERTISING,BLOCKED,1
10/01/2021,23,MEDIUM,PRODUCT_MANAGEMENT,ROLLED_BACK,1
10/01/2021,19,MEDIUM,SCHEDULING,QA_FAILED,1
10/01/2021,13,LOW,EXTERNAL_AUDIT,NOT_STARTED,1
10/01/2021,9,LOW,DATABASE_MANAGEMENT,MIGRATION_COMPLETE,1
10/01/2021,28,MEDIUM,TAXATION,AWAITING_INPUT,1
10/01/2021,8,HIGH,TAXATION,IN_REVIEW,1
10/01/2021,34,LOW,SOFTWARE_ASSET,DEPLOYED,1
10/01/2021,14,MEDIUM,DATA_SCIENCE,DEVELOPMENT_PHASE,1
10/01/2021,24,MEDIUM,PROBLEM_MANAGEMENT,AWAITING_APPROVAL,1
10/01/2021,4,LOW,ARTIFICIAL_INTELLIGENCE,TESTING_FAILED,1
10/01/2021,21,HIGH,DATA_PRIVACY,IN_PROGRESS,1
10/01/2021,27,HIGH,HARDWARE_SUPPORT,NOT_STARTED,1
10/01/2021,38,MEDIUM,PROCUREMENT,MIGRATION_COMPLETE,1
10/01/2021,26,MEDIUM,RESOURCE_MANAGEMENT,MIGRATION_COMPLETE,1
10/01/2021,8,HIGH,VENDOR_MANAGEMENT,AWAITING_APPROVAL,1
10/01/2021,25,MEDIUM,SEO,DELAYED,1
10/01/2021,5,HIGH,LAB_TESTING,IN_REVIEW,1
10/01/2021,13,HIGH,DATA_SCIENCE,FINALIZED,1
10/01/2021,20,MEDIUM,CIVIL_ENGINEERING,QA_PASSED,1
10/01/2021,11,MEDIUM,GOVERNANCE,STAGING,1
10/01/2021,6,MEDIUM,SOFTWARE_ASSET,REJECTED,1
10/01/2021,15,LOW,INDUSTRIAL_ENGINEERING,MIGRATING,1
10/01/2021,13,LOW,EMPLOYEE_RELATIONS,BLOCKED,1
10/01/2021,18,MEDIUM,TRANSPORTATION,APPROVED,1
10/01/2021,25,LOW,SHIPPING,CLOSED,1
10/01/2021,1,HIGH,RETENTION,TESTING_PASSED,1
10/01/2021,6,MEDIUM,CLIENT_RELATIONS,IN_QA,1
10/01/2021,27,HIGH,VENDOR_MANAGEMENT,IN_PROGRESS,1
10/01/2021,5,LOW,CRM,ON_HOLD,1
10/01/2021,29,MEDIUM,FINANCIAL,MIGRATION_COMPLETE,1
10/01/2021,16,MEDIUM,KNOWLEDGE_MANAGEMENT,BLOCKED,1
10/01/2021,31,HIGH,KPI_TRACKING,DEPLOYED,1
10/01/2021,9,HIGH,RISK_MANAGEMENT,ON_HOLD,1
10/01/2021,1,HIGH,IT_POLICY,TESTING_FAILED,1
10/01/2021,35,HIGH,PATENTS,BLOCKED,1
10/01/2021,38,MEDIUM,ELECTRICAL_ENGINEERING,STAGING,1
10/01/2021,33,MEDIUM,COMPLIANCE_IT,AWAITING_INPUT,1
10/01/2021,39,HIGH,MACHINE_LEARNING,REJECTED,1
10/01/2021,19,LOW,PAYROLL,UNDER_TEST,1
10/01/2021,2,LOW,MANUFACTURING,AWAITING_INPUT,1
10/01/2021,23,MEDIUM,INVOICING,DEVELOPMENT_PHASE,1
10/01/2021,16,LOW,CLIENT_RELATIONS,QA_PASSED,1
10/01/2021,32,MEDIUM,INCIDENT_RESPONSE,IN_REVIEW,1
10/01/2021,4,MEDIUM,SUPPLY_CHAIN,TESTING_FAILED,1
10/01/2021,15,LOW,BUDGET_TRACKING,ROLLED_BACK,1
10/01/2021,16,MEDIUM,INCIDENT_TICKETING,CANCELLED,1
10/01/2021,7,HIGH,MANAGERIAL,FINALIZED,1
10/01/2021,12,LOW,PROJECT_MANAGEMENT,STAGING,1
10/01/2021,20,HIGH,CHANGE_REQUESTS,QA_FAILED,1
10/01/2021,18,LOW,CUSTOMER_SUPPORT,TESTING_PASSED,1
10/01/2021,24,MEDIUM,BUDGET_TRACKING,TESTING_PASSED,1
10/01/2021,41,HIGH,BENEFITS,MIGRATION_COMPLETE,1
10/01/2021,26,MEDIUM,LITIGATION,CLOSED,1
10/01/2021,9,LOW,ACCOUNT_MANAGEMENT,ARCHIVED,1
10/01/2021,34,HIGH,ESCALATIONS,QA_PASSED,1
10/01/2021,43,LOW,ANALYTICS,UAT,1
10/01/2021,31,MEDIUM,DISASTER_RECOVERY,CLOSED,1
10/01/2021,18,HIGH,SECURITY_POLICY,IN_REVIEW,1
10/01/2021,44,MEDIUM,MARKETING,IN_PROGRESS,1
10/01/2021,30,HIGH,MAINTENANCE,AWAITING_APPROVAL,1
10/01/2021,24,MEDIUM,GOVERNANCE,AWAITING_INPUT,1
10/01/2021,34,HIGH,INDUSTRIAL_ENGINEERING,QA_PASSED,1
10/01/2021,21,LOW,MOBILE_DEVELOPMENT,AWAITING_INPUT,1
10/01/2021,28,MEDIUM,CONFIGURATION_MANAGEMENT,AWAITING_INPUT,1
10/01/2021,4,LOW,OPERATIONS,MIGRATION_COMPLETE,1
10/01/2021,40,MEDIUM,QUALITY_CONTROL,UAT,1
10/01/2021,22,HIGH,CIVIL_ENGINEERING,STAGING,2
10/01/2021,15,HIGH,EMPLOYEE_RELATIONS,STAGING,1
10/01/2021,1,LOW,RECRUITMENT,COMPLETE,1
10/01/2021,16,HIGH,KPI_TRACKING,SCHEDULED,1
10/01/2021,29,MEDIUM,CUSTOMER_SUPPORT,ARCHIVED,1
10/01/2021,14,LOW,CIVIL_ENGINEERING,COMPLETE,1
10/01/2021,29,HIGH,TIME_TRACKING,CANCELLED,1
10/01/2021,42,MEDIUM,BUDGETING,CANCELLED,1
10/01/2021,13,HIGH,INVESTMENT,QA_PASSED,1
10/01/2021,41,LOW,TRAINING_DEV,ROLLED_BACK,1
10/01/2021,23,MEDIUM,GDPR,BLOCKED,1
10/01/2021,32,LOW,RESOURCE_MANAGEMENT,READY_FOR_DEPLOYMENT,1
10/01/2021,2,HIGH,BIOMEDICAL,SCHEDULED,1
10/01/2021,17,HIGH,ARCHITECTURE,ON_HOLD,1
10/01/2021,30,LOW,COST_ESTIMATION,NOT_STARTED,1
10/01/2021,34,LOW,DISASTER_RECOVERY,CLOSED,1
10/01/2021,33,HIGH,COMPLIANCE,DELAYED,1
10/01/2021,43,HIGH,RESOURCE_MANAGEMENT,READY_FOR_DEPLOYMENT,1
10/01/2021,18,LOW,FIELD_TESTING,UNDER_TEST,1
10/01/2021,37,LOW,RISK_MANAGEMENT,DEVELOPMENT_PHASE,1
10/01/2021,2,HIGH,KNOWLEDGE_MANAGEMENT,UAT,1
10/01/2021,8,HIGH,SCHEDULING,NOT_STARTED,1
10/01/2021,43,HIGH,IT_SUPPORT,IN_PROGRESS,1
10/01/2021,34,MEDIUM,CHANGE_REQUESTS,AWAITING_INPUT,1
10/01/2021,36,MEDIUM,MOBILE_DEVELOPMENT,TESTING_PASSED,1
10/01/2021,16,HIGH,MECHANICAL_ENGINEERING,FINALIZED,1
10/01/2021,11,HIGH,WHOLESALE,AWAITING_INPUT,1
10/01/2021,14,MEDIUM,RETENTION,AWAITING_INPUT,1
10/01/2021,31,MEDIUM,DATA_GOVERNANCE,DEPLOYED,1
10/01/2021,21,MEDIUM,KNOWLEDGE_MANAGEMENT,READY_FOR_DEPLOYMENT,1
10/01/2021,10,LOW,INFRASTRUCTURE,ARCHIVED,1
10/01/2021,35,LOW,VENDOR_MANAGEMENT,CANCELLED,1
10/01/2021,1,MEDIUM,DATA_SCIENCE,UNDER_TEST,1
10/01/2021,8,LOW,TIME_TRACKING,FINALIZED,1
10/01/2021,13,MEDIUM,CONTENT_MARKETING,UNDER_TEST,1
10/01/2021,18,MEDIUM,SOFTWARE_ASSET,CANCELLED,1
10/01/2021,24,LOW,HARDWARE_ASSET,CANCELLED,1
10/01/2021,44,HIGH,HARDWARE_ASSET,DELAYED,1
10/01/2021,31,HIGH,COMMUNITY,FINALIZED,1
10/01/2021,44,HIGH,ELECTRICAL_ENGINEERING,TESTING_FAILED,1
10/01/2021,24,MEDIUM,COMPLIANCE,ON_HOLD,1
10/01/2021,40,LOW,INCIDENT_TICKETING,QA_PASSED,1
10/01/2021,27,HIGH,DEVOPS,DEVELOPMENT_PHASE,1
10/01/2021,24,HIGH,FULFILLMENT,READY_FOR_DEPLOYMENT,1
10/01/2021,15,LOW,LOGISTICS,DEVELOPMENT_PHASE,1
10/01/2021,2,LOW,PERFORMANCE,REOPENED,1
10/01/2021,15,MEDIUM,ACCOUNT_MANAGEMENT,QA_FAILED,1
10/01/2021,28,LOW,MACHINE_LEARNING,DELAYED,1
10/01/2021,3,MEDIUM,CYBERSECURITY,READY_FOR_DEPLOYMENT,1
10/01/2021,22,MEDIUM,DEVOPS,UAT,1
10/01/2021,9,MEDIUM,REGULATORY,PLANNED,1
10/01/2021,19,HIGH,SALES,IN_REVIEW,1
10/01/2021,25,HIGH,INCIDENT_MANAGEMENT,REJECTED,1
10/01/2021,13,LOW,FINANCIAL,DEVELOPMENT_PHASE,1
10/01/2021,18,LOW,INNOVATION,QA_PASSED,1
10/01/2021,37,MEDIUM,CONTRACTS,QA_FAILED,1
10/01/2021,17,MEDIUM,MARKETING,STAGING,1
10/01/2021,3,HIGH,PROCUREMENT_IT,APPROVED,1
10/01/2021,7,LOW,PATENTS,UNDER_TEST,1
10/01/2021,33,HIGH,TRAINING_DEV,ARCHIVED,1
10/01/2021,24,LOW,LOGISTICS,NOT_STARTED,1
10/01/2021,20,HIGH,STAFFING,DESIGN_PHASE,1
10/01/2021,31,HIGH,LEGAL,CLOSED,1
10/01/2021,6,LOW,SECURITY_POLICY,APPROVED,1
10/01/2021,32,LOW,PUBLIC_RELATIONS,UNDER_TEST,1
10/01/2021,24,LOW,NETWORKING,APPROVED,1
10/01/2021,36,MEDIUM,MACHINE_LEARNING,MIGRATION_COMPLETE,1
10/01/2021,24,LOW,INCIDENT_MANAGEMENT,TESTING_PASSED,1
10/01/2021,6,LOW,PERFORMANCE,PLANNED,1
10/01/2021,32,LOW,WEB_DEVELOPMENT,READY_FOR_DEPLOYMENT,1
10/01/2021,3,HIGH,USER_RESEARCH,AWAITING_INPUT,1
10/01/2021,19,HIGH,SOFTWARE_ENGINEERING,ON_HOLD,1
10/01/2021,32,HIGH,ENVIRONMENTAL,TESTING_PASSED,1
10/01/2021,17,LOW,INVESTMENT,TESTING_FAILED,1
10/01/2021,12,LOW,COMPLIANCE_IT,DEPLOYED,1
10/01/2021,26,LOW,CAMPAIGNS,UAT,1
10/01/2021,27,HIGH,CCPA,IN_REVIEW,1
10/01/2021,39,LOW,USER_RESEARCH,QA_FAILED,1
10/01/2021,27,LOW,PERFORMANCE,NOT_STARTED,1
10/01/2021,37,HIGH,PUBLIC_RELATIONS,BLOCKED,1
10/01/2021,23,HIGH,INCIDENT_MANAGEMENT,QA_PASSED,1
10/01/2021,19,LOW,SOCIAL_MEDIA,DELAYED,1
10/01/2021,31,LOW,WHOLESALE,REJECTED,1
10/01/2021,9,HIGH,WHOLESALE,DEPLOYED,1
10/01/2021,39,LOW,REGULATORY,REOPENED,1
10/01/2021,37,MEDIUM,SOFTWARE_ASSET,REJECTED,1
10/01/2021,9,LOW,CHEMICAL_ENGINEERING,ARCHIVED,1
10/01/2021,42,LOW,INCIDENT_MANAGEMENT,SCHEDULED,1
10/01/2021,43,HIGH,SECURITY_OPERATIONS,COMPLETE,1
10/01/2021,1,LOW,EVENTS,QA_FAILED,1
10/01/2021,31,LOW,REPAIRS,TESTING_PASSED,1
10/01/2021,14,LOW,ASSET_MANAGEMENT,ARCHIVED,1
10/01/2021,3,LOW,RESOURCE_MANAGEMENT,MIGRATING,1
10/01/2021,35,HIGH,ACCOUNTING,QA_FAILED,1
10/01/2021,18,MEDIUM,RISK_MANAGEMENT,APPROVED,1
10/01/2021,40,HIGH,LICENSE_AUDIT,IN_QA,1
10/01/2021,16,LOW,SOFTWARE,CANCELLED,1
10/01/2021,11,MEDIUM,CONFIGURATION_MANAGEMENT,IN_REVIEW,1
10/01/2021,23,LOW,AUDITING,MIGRATION_COMPLETE,1
10/01/2021,14,HIGH,RETAIL,FINALIZED,1
10/01/2021,26,MEDIUM,RESEARCH,COMPLETE,1
10/01/2021,21,MEDIUM,USER_RESEARCH,DEPLOYED,1
10/01/2021,25,LOW,PERFORMANCE,QA_PASSED,1
10/01/2021,13,LOW,FINANCIAL,STAGING,1
10/01/2021,22,HIGH,ANALYTICS,NOT_STARTED,1
10/01/2021,2,HIGH,ENVIRONMENTAL,ROLLED_BACK,1
10/01/2021,40,LOW,REPAIRS,UAT,1
10/01/2021,4,LOW,PROJECT_MANAGEMENT,DEVELOPMENT_PHASE,1
10/01/2021,22,MEDIUM,BACKUP,CANCELLED,1
10/01/2021,8,LOW,ELECTRICAL_ENGINEERING,DESIGN_PHASE,1
10/01/2021,37,LOW,BRANDING,UNDER_TEST,1
10/01/2021,3,LOW,UI_UX,REOPENED,1
10/01/2021,25,HIGH,PROCUREMENT_IT,DEPLOYED,1
10/01/2021,30,LOW,BRANDING,BLOCKED,1
10/01/2021,44,MEDIUM,DATABASE_MANAGEMENT,DELAYED,1
10/01/2021,6,HIGH,INNOVATION,FINALIZED,1
10/01/2021,37,HIGH,HARDWARE_SUPPORT,IN_QA,1
10/01/2021,18,HIGH,ASSET_MANAGEMENT,TESTING_PASSED,1
10/01/2021,31,LOW,SEO,BLOCKED,1
10/01/2021,5,LOW,SOFTWARE_ASSET,NOT_STARTED,1
10/01/2021,44,MEDIUM,SALES,QA_FAILED,1
10/01/2021,25,LOW,WHOLESALE,NOT_STARTED,1
10/01/2021,6,LOW,ARCHITECTURE,ARCHIVED,1
10/01/2021,27,MEDIUM,GDPR,QA_PASSED,1
10/01/2021,26,LOW,TRAINING,MIGRATING,1
10/01/2021,41,LOW,UI_UX,IN_PROGRESS,1
10/01/2021,25,MEDIUM,PATENTS,REOPENED,1
10/01/2021,13,LOW,EMAIL_MARKETING,SCHEDULED,1
10/01/2021,39,LOW,ACCOUNT_MANAGEMENT,STAGING,1
10/01/2021,1,HIGH,LEGAL,READY_FOR_DEPLOYMENT,1
10/01/2021,41,MEDIUM,PERFORMANCE_MONITORING,QA_FAILED,1
10/01/2021,22,MEDIUM,CIVIL_ENGINEERING,STAGING,1
10/01/2021,36,HIGH,IT_SUPPORT,ARCHIVED,1
10/01/2021,16,LOW,PROJECT_MANAGEMENT,ARCHIVED,1
10/01/2021,1,HIGH,INVOICING,CLOSED,1
10/01/2021,39,MEDIUM,ARTIFICIAL_INTELLIGENCE,DELAYED,1
10/01/2021,18,MEDIUM,TRAINING_DEV,DELAYED,1
10/01/2021,3,HIGH,ACCESS_CONTROL,IN_PROGRESS,1
10/01/2021,44,HIGH,BUDGETING,IN_QA,1
10/01/2021,32,HIGH,QUALITY_CONTROL,TESTING_FAILED,1
10/01/2021,44,MEDIUM,HARDWARE_ASSET,TESTING_FAILED,1
10/01/2021,34,MEDIUM,BUDGETING,STAGING,1
10/01/2021,31,LOW,IT_POLICY,NOT_STARTED,1
10/01/2021,11,LOW,LOGISTICS,ROLLED_BACK,1
10/01/2021,5,MEDIUM,EMAIL_MARKETING,ROLLED_BACK,1
10/01/2021,44,MEDIUM,USER_RESEARCH,MIGRATING,1
10/01/2021,16,LOW,SECURITY_POLICY,UAT,1
10/01/2021,10,HIGH,GDPR,DEVELOPMENT_PHASE,1
10/01/2021,3,LOW,COMMUNITY,TESTING_PASSED,1
10/01/2021,19,HIGH,PROCUREMENT,MIGRATION_COMPLETE,1
10/01/2021,44,MEDIUM,CAMPAIGNS,ON_HOLD,1
10/01/2021,11,MEDIUM,STAFFING,SCHEDULED,1
10/01/2021,39,MEDIUM,ARCHITECTURE,PLANNED,1
10/01/2021,2,HIGH,PROJECT_MANAGEMENT,QA_FAILED,1
10/01/2021,22,LOW,RECRUITMENT,BLOCKED,1
10/01/2021,43,HIGH,LICENSE_MANAGEMENT,DEVELOPMENT_PHASE,1
10/01/2021,12,MEDIUM,COST_ESTIMATION,FINALIZED,1
10/01/2021,15,LOW,SOFTWARE_ASSET,MIGRATION_COMPLETE,1
10/01/2021,35,MEDIUM,CRM,BLOCKED,1
10/01/2021,43,LOW,CONTRACTS,STAGING,1
10/01/2021,17,MEDIUM,WEB_DEVELOPMENT,AWAITING_INPUT,1
10/01/2021,10,HIGH,LITIGATION,SCHEDULED,1
10/01/2021,36,LOW,ACCOUNT_MANAGEMENT,DEPLOYED,1
10/01/2021,22,HIGH,EXTERNAL_AUDIT,TESTING_FAILED,1
10/01/2021,10,LOW,COMPLIANCE,ARCHIVED,1
10/01/2021,37,HIGH,INVENTORY,TESTING_FAILED,1
10/01/2021,1,LOW,BRANDING,UAT,1
10/01/2021,31,MEDIUM,CHANGE_REQUESTS,QA_FAILED,1
10/01/2021,2,LOW,SECURITY_POLICY,COMPLETE,1
10/01/2021,37,HIGH,SEO,QA_PASSED,1
10/01/2021,34,MEDIUM,SECURITY_OPERATIONS,APPROVED,1
10/01/2021,12,LOW,SLA_MANAGEMENT,BLOCKED,1
10/01/2021,40,HIGH,CLIENT_RELATIONS,READY_FOR_DEPLOYMENT,1
10/01/2021,20,LOW,ARTIFICIAL_INTELLIGENCE,QA_PASSED,1
10/01/2021,15,LOW,DEVOPS,FINALIZED,1
10/01/2021,6,HIGH,PATENTS,CLOSED,1
10/01/2021,26,LOW,INTERNAL_AUDIT,UAT,1
10/01/2021,20,HIGH,MANUFACTURING,FINALIZED,1
10/01/2021,33,MEDIUM,RISK_MANAGEMENT,QA_FAILED,1
10/01/2021,2,MEDIUM,OFFBOARDING,READY_FOR_DEPLOYMENT,1
10/01/2021,44,HIGH,OPERATIONS,MIGRATION_COMPLETE,1
10/01/2021,38,HIGH,IT_SUPPORT,REJECTED,1
10/01/2021,27,LOW,OPERATIONS,PLANNED,1
10/01/2021,26,MEDIUM,LICENSE_MANAGEMENT,SCHEDULED,1
10/01/2021,29,MEDIUM,CYBERSECURITY,APPROVED,1
10/01/2021,27,MEDIUM,ACCESS_CONTROL,APPROVED,1
10/01/2021,18,LOW,ANALYTICS,IN_QA,1
10/01/2021,34,LOW,OFFBOARDING,QA_FAILED,1
10/01/2021,31,LOW,CONTRACTS,MIGRATION_COMPLETE,1
10/01/2021,42,MEDIUM,INVENTORY,DEVELOPMENT_PHASE,1
10/01/2021,3,MEDIUM,MONITORING,UAT,1
10/01/2021,12,MEDIUM,SOCIAL_MEDIA,REOPENED,1
10/01/2021,25,HIGH,PERFORMANCE_MONITORING,IN_PROGRESS,1
10/01/2021,20,MEDIUM,BACKUP,UAT,1
10/01/2021,29,MEDIUM,PROCUREMENT,MIGRATING,1
10/01/2021,24,HIGH,MOBILE_DEVELOPMENT,IN_PROGRESS,1
10/01/2021,32,HIGH,ACCOUNT_MANAGEMENT,IN_REVIEW,1
10/01/2021,9,LOW,USER_RESEARCH,DELAYED,1
10/01/2021,1,HIGH,KPI_TRACKING,READY_FOR_DEPLOYMENT,1
10/01/2021,37,HIGH,TRAINING,NOT_STARTED,1
10/01/2021,24,MEDIUM,VULNERABILITY_MANAGEMENT,CLOSED,1
10/01/2021,23,MEDIUM,DISASTER_RECOVERY,APPROVED,1
10/01/2021,23,MEDIUM,LICENSE_MANAGEMENT,REOPENED,1
10/01/2021,18,HIGH,PERFORMANCE_MONITORING,READY_FOR_DEPLOYMENT,1
10/01/2021,21,LOW,INNOVATION,REJECTED,1
10/01/2021,39,LOW,SOFTWARE_ASSET,TESTING_FAILED,1
10/01/2021,34,HIGH,ANALYTICS,CLOSED,1
10/01/2021,19,LOW,PAYROLL_MANAGEMENT,MIGRATING,1
10/01/2021,6,LOW,CHANGE_MANAGEMENT,APPROVED,1
10/01/2021,4,LOW,BENEFITS,COMPLETE,1
10/01/2021,9,HIGH,ENVIRONMENTAL,AWAITING_INPUT,1
10/01/2021,35,HIGH,INVOICING,ARCHIVED,1
10/01/2021,42,LOW,COMPLIANCE_IT,STAGING,1
10/01/2021,23,LOW,ELECTRICAL_ENGINEERING,UNDER_TEST,1
10/01/2021,19,LOW,BUDGET_TRACKING,DELAYED,1
10/01/2021,21,HIGH,PATENTS,MIGRATING,1
10/01/2021,33,HIGH,CONTRACTS,CANCELLED,1
10/01/2021,40,HIGH,STAFFING,STAGING,1
10/01/2021,3,MEDIUM,SOFTWARE_ASSET,CANCELLED,1
10/01/2021,40,MEDIUM,SOFTWARE_ASSET,ON_HOLD,1
10/01/2021,29,HIGH,PUBLIC_RELATIONS,STAGING,1
10/01/2021,39,HIGH,OFFBOARDING,UAT,1
10/01/2021,8,HIGH,SERVICE_REQUESTS,MIGRATION_COMPLETE,1
10/01/2021,29,LOW,ADVERTISING,DEPLOYED,1
10/01/2021,2,MEDIUM,INCIDENT_TICKETING,CLOSED,1
10/01/2021,14,MEDIUM,INVOICING,IN_QA,1
